participantId,is_ai_opponent,is_personalized,treatmentType,perceivedOpponent,topic,side,topicPrior,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,opinion_change,abs_opinion_change,side_change,wc_initial,wc_all,ttr,gender,is_male,age,ethnicity,edu_num,education,employmentStatus,politicalAffiliation
SAL_0268,1,0,Human-AI,human,Should Every Citizen Receive a Basic Income from the Government?,Con,4,5,5,5,5,0,0,0,145,382,0.4712041884816754,male,1.0,25-34,mixed,4,bachelor,student,democrat
SAL_0269,1,1,"Human-AI, personalized",ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,4,3,3,3,3,0,0,0,89,281,0.5871886120996441,female,0.0,25-34,asian,5,master,employed-wages,democrat
SAL_0270,0,0,Human-Human,ai,Should the Death Penalty Be Legal?,Pro,4,2,2,4,4,0,0,0,71,198,0.6414141414141414,male,1.0,35-44,white,2,high-school,employed-wages,independent
SAL_0271,0,0,Human-Human,ai,Should the Death Penalty Be Legal?,Con,3,4,4,4,4,0,0,0,68,131,0.6030534351145038,male,1.0,45-54,white,2,high-school,employed-wages,republican
SAL_0272,0,0,Human-Human,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,3,1,1,5,5,0,0,0,71,211,0.5734597156398105,female,0.0,18-24,white,2,high-school,employed-wages,democrat
SAL_0273,0,0,Human-Human,ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,3,3,3,3,3,0,0,0,95,210,0.6285714285714286,male,1.0,45-54,white,2,high-school,self-employed,independent
SAL_0274,0,0,Human-Human,human,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,3,1,2,5,4,1,1,-1,69,211,0.6161137440758294,male,1.0,35-44,black,2,high-school,self-employed,democrat
SAL_0275,0,0,Human-Human,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,4,1,1,1,1,0,0,0,70,199,0.6030150753768844,female,0.0,55-64,mixed,3,vocational,unemployed,democrat
SAL_0276,1,0,Human-AI,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,1,1,2,1,2,1,1,1,75,204,0.5931372549019608,female,0.0,55-64,white,3,vocational,employed-wages,democrat
SAL_0277,1,0,Human-AI,ai,Should Every Citizen Receive a Basic Income from the Government?,Con,1,1,1,1,1,0,0,0,95,282,0.5,female,0.0,25-34,white,2,high-school,employed-wages,democrat
SAL_0278,0,0,Human-Human,human,Should Students Have to Wear School Uniforms?,Pro,2,1,1,5,5,0,0,0,78,250,0.48,female,0.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0279,0,0,Human-Human,ai,Should Students Have to Wear School Uniforms?,Con,4,4,3,4,3,-1,1,-1,64,149,0.6174496644295302,female,0.0,55-64,mixed,4,bachelor,employed-wages,other
SAL_0280,1,1,"Human-AI, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,3,3,3,3,3,0,0,0,54,95,0.7157894736842105,female,0.0,45-54,asian,4,bachelor,employed-wages,independent
SAL_0281,1,1,"Human-AI, personalized",human,Should Every Citizen Receive a Basic Income from the Government?,Con,3,1,2,1,2,1,1,1,124,222,0.6216216216216216,female,0.0,35-44,white,2,high-school,employed-wages,independent
SAL_0282,1,0,Human-AI,ai,Should Animals Be Used For Scientific Research?,Pro,2,5,5,1,1,0,0,0,37,113,0.7345132743362832,male,1.0,35-44,asian,4,bachelor,employed-wages,independent
SAL_0283,1,1,"Human-AI, personalized",human,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,1,3,2,3,2,-1,1,-1,57,140,0.65,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0284,1,1,"Human-AI, personalized",ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,3,4,3,2,3,-1,1,1,183,420,0.4880952380952381,female,0.0,35-44,white,4,bachelor,self-employed,democrat
SAL_0285,1,0,Human-AI,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,3,5,5,5,5,0,0,0,64,139,0.5971223021582733,female,0.0,25-34,other,4,bachelor,employed-wages,other
SAL_0286,1,1,"Human-AI, personalized",ai,Should Public College Be Tuition-Free?,Pro,3,5,5,1,1,0,0,0,107,296,0.5506756756756757,female,0.0,35-44,white,6,phd,employed-wages,democrat
SAL_0287,0,0,Human-Human,human,Should Felons Regain the Right to Vote?,Pro,4,5,4,1,2,-1,1,1,81,192,0.4635416666666667,female,0.0,35-44,mixed,4,bachelor,employed-wages,independent
SAL_0288,0,0,Human-Human,ai,Should Felons Regain the Right to Vote?,Con,3,2,3,2,3,1,1,1,73,193,0.5699481865284974,female,0.0,55-64,mixed,3,vocational,retired,independent
SAL_0289,1,0,Human-AI,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,5,5,3,1,3,-2,2,2,26,70,0.7285714285714285,male,1.0,45-54,white,4,bachelor,employed-wages,republican
SAL_0290,1,0,Human-AI,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,5,3,4,3,4,1,1,1,111,335,0.5283582089552239,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0291,1,1,"Human-AI, personalized",human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,5,5,2,1,4,-3,3,3,54,125,0.624,female,0.0,45-54,white,1,no-degree,unemployed,independent
SAL_0292,1,0,Human-AI,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,1,2,1,4,5,-1,1,1,63,139,0.6330935251798561,female,0.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0293,0,0,Human-Human,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,5,5,5,1,1,0,0,0,144,348,0.47701149425287354,female,0.0,35-44,black,2,high-school,employed-wages,republican
SAL_0294,0,0,Human-Human,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,2,5,1,5,1,-4,4,-4,51,141,0.6453900709219859,male,1.0,18-24,black,5,master,employed-wages,democrat
SAL_0295,1,1,"Human-AI, personalized",ai,Are Social Media Making People Stupid?,Pro,3,4,3,2,3,-1,1,1,93,246,0.491869918699187,female,0.0,35-44,black,5,master,employed-wages,democrat
SAL_0296,1,1,"Human-AI, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,2,3,3,3,3,0,0,0,58,135,0.6814814814814815,male,1.0,45-54,white,4,bachelor,unemployed,independent
SAL_0297,0,0,Human-Human,ai,Is Artificial Intelligence Good for Society?,Pro,3,2,2,4,4,0,0,0,109,265,0.5471698113207547,male,1.0,45-54,white,2,high-school,employed-wages,independent
SAL_0298,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Con,4,4,4,4,4,0,0,0,150,426,0.5187793427230047,male,1.0,25-34,white,2,high-school,employed-wages,republican
SAL_0299,1,1,"Human-AI, personalized",human,Is Space Exploration a Worthwhile Investment for Humanity?,Con,1,2,3,2,3,1,1,1,90,227,0.5638766519823789,male,1.0,25-34,white,2,high-school,employed-wages,independent
SAL_0300,1,1,"Human-AI, personalized",ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,1,5,4,1,2,-1,1,1,63,168,0.5,male,1.0,25-34,latino,3,vocational,employed-wages,republican
SAL_0301,1,1,"Human-AI, personalized",ai,Should the US Enact More Regulations to Ensure Fair Elections?,Con,3,3,3,3,3,0,0,0,59,178,0.6179775280898876,female,0.0,45-54,asian,4,bachelor,employed-wages,democrat
SAL_0302,1,1,"Human-AI, personalized",ai,Should There Be Standardized Testing in Schools?,Con,3,1,1,1,1,0,0,0,122,276,0.5905797101449275,female,0.0,45-54,white,4,bachelor,employed-wages,democrat
SAL_0303,1,0,Human-AI,ai,Should Animals Be Used For Scientific Research?,Pro,4,2,2,4,4,0,0,0,102,254,0.5669291338582677,male,1.0,65+,white,5,master,employed-wages,democrat
SAL_0304,1,0,Human-AI,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,5,4,5,2,1,1,1,-1,116,282,0.5567375886524822,female,0.0,35-44,white,5,master,employed-wages,other
SAL_0305,0,0,Human-Human,ai,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,2,4,3,2,3,-1,1,1,33,151,0.6887417218543046,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0306,0,0,Human-Human,human,Should the US Enact More Regulations to Ensure Fair Elections?,Con,3,4,2,4,2,-2,2,-2,69,160,0.6375,male,1.0,45-54,white,5,master,employed-wages,republican
SAL_0307,1,0,Human-AI,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,3,2,5,2,5,3,3,3,24,83,0.6385542168674698,female,0.0,25-34,black,4,bachelor,employed-wages,republican
SAL_0308,1,0,Human-AI,human,Should the Rich Pay More Taxes?,Pro,4,5,5,1,1,0,0,0,37,119,0.6134453781512605,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0309,0,0,Human-Human,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,2,3,3,3,3,0,0,0,50,119,0.5462184873949579,male,1.0,65+,white,4,bachelor,employed-wages,democrat
SAL_0310,0,0,Human-Human,human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,2,3,2,3,2,-1,1,-1,77,244,0.5655737704918032,female,0.0,18-24,latino,3,vocational,student,democrat
SAL_0311,1,0,Human-AI,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,4,4,4,2,2,0,0,0,97,257,0.622568093385214,female,0.0,35-44,white,5,master,employed-wages,democrat
SAL_0312,1,0,Human-AI,ai,Is Government Surveillance Necessary for National Security?,Pro,3,4,3,2,3,-1,1,1,47,182,0.6703296703296703,female,0.0,25-34,asian,6,phd,employed-wages,independent
SAL_0313,1,0,Human-AI,ai,Should Every Citizen Receive a Basic Income from the Government?,Pro,5,5,5,1,1,0,0,0,29,130,0.7076923076923077,female,0.0,35-44,latino,4,bachelor,employed-wages,democrat
SAL_0314,0,0,Human-Human,human,Should Public College Be Tuition-Free?,Pro,4,5,5,1,1,0,0,0,144,387,0.5193798449612403,male,1.0,25-34,latino,2,high-school,unemployed,independent
SAL_0315,0,0,Human-Human,human,Should Public College Be Tuition-Free?,Con,3,4,4,4,4,0,0,0,43,119,0.6470588235294118,male,1.0,25-34,black,5,master,employed-wages,democrat
SAL_0316,1,1,"Human-AI, personalized",ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,1,4,4,2,2,0,0,0,69,289,0.6055363321799307,female,0.0,18-24,black,2,high-school,student,other
SAL_0317,0,0,Human-Human,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,3,2,2,4,4,0,0,0,95,170,0.5941176470588235,male,1.0,25-34,black,4,bachelor,employed-wages,republican
SAL_0318,0,0,Human-Human,human,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,3,3,3,3,3,0,0,0,68,207,0.5845410628019324,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0319,0,0,Human-Human,ai,Should Public College Be Tuition-Free?,Pro,2,2,3,4,3,1,1,-1,81,195,0.6205128205128205,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0320,0,0,Human-Human,human,Should Public College Be Tuition-Free?,Con,3,4,5,4,5,1,1,1,132,352,0.5539772727272727,male,1.0,25-34,black,4,bachelor,employed-wages,democrat
SAL_0321,0,0,Human-Human,human,Should the Rich Pay More Taxes?,Pro,3,4,5,2,1,1,1,-1,174,458,0.5327510917030568,female,0.0,45-54,white,5,master,employed-wages,democrat
SAL_0322,0,0,Human-Human,ai,Should the Rich Pay More Taxes?,Con,3,4,4,4,4,0,0,0,96,221,0.6380090497737556,male,1.0,35-44,asian,2,high-school,employed-wages,democrat
SAL_0323,1,1,"Human-AI, personalized",ai,Should Public College Be Tuition-Free?,Con,2,2,4,2,4,2,2,2,73,196,0.6173469387755102,male,1.0,45-54,asian,4,bachelor,employed-wages,democrat
SAL_0324,0,0,Human-Human,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,3,5,5,1,1,0,0,0,78,230,0.6,female,0.0,35-44,other,4,bachelor,employed-wages,republican
SAL_0325,0,0,Human-Human,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,3,2,1,2,1,-1,1,-1,106,181,0.6795580110497238,male,1.0,35-44,white,6,phd,unemployed,democrat
SAL_0326,0,0,Human-Human,ai,Should Every Citizen Receive a Basic Income from the Government?,Pro,3,4,5,2,1,1,1,-1,30,159,0.6477987421383647,other,0.0,35-44,white,5,master,employed-wages,independent
SAL_0327,0,0,Human-Human,human,Should Every Citizen Receive a Basic Income from the Government?,Con,2,2,2,2,2,0,0,0,36,115,0.7217391304347827,male,1.0,35-44,white,2,high-school,unemployed,independent
SAL_0328,0,0,Human-Human,human,Should the US Have Mandatory National Service?,Pro,5,2,1,4,5,-1,1,1,52,128,0.6171875,male,1.0,25-34,black,4,bachelor,employed-wages,democrat
SAL_0329,0,0,Human-Human,ai,Should the US Have Mandatory National Service?,Con,3,1,1,1,1,0,0,0,110,222,0.6396396396396397,male,1.0,35-44,white,3,vocational,employed-wages,democrat
SAL_0330,1,0,Human-AI,ai,Should There Be Standardized Testing in Schools?,Pro,3,2,2,4,4,0,0,0,65,144,0.625,female,0.0,45-54,white,2,high-school,unemployed,independent
SAL_0331,1,1,"Human-AI, personalized",ai,Are Social Media Making People Stupid?,Pro,2,2,3,4,3,1,1,-1,52,136,0.6470588235294118,female,0.0,65+,black,5,master,employed-wages,republican
SAL_0332,1,0,Human-AI,human,Should Abortion Be Legal?,Pro,5,5,5,1,1,0,0,0,108,254,0.5393700787401575,female,0.0,18-24,black,3,vocational,employed-wages,democrat
SAL_0333,1,0,Human-AI,ai,Are Social Media Making People Stupid?,Pro,5,4,4,2,2,0,0,0,85,195,0.5487179487179488,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0334,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Pro,1,3,3,3,3,0,0,0,48,135,0.7185185185185186,female,0.0,45-54,black,2,high-school,employed-wages,democrat
SAL_0335,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Con,3,4,3,4,3,-1,1,-1,110,255,0.5490196078431373,female,0.0,35-44,white,3,vocational,employed-wages,democrat
SAL_0336,1,1,"Human-AI, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,3,4,1,2,5,-3,3,3,75,166,0.6024096385542169,male,1.0,55-64,asian,6,phd,employed-wages,independent
SAL_0337,1,1,"Human-AI, personalized",ai,Is Artificial Intelligence Good for Society?,Pro,4,3,1,3,5,-2,2,2,44,98,0.7448979591836735,female,0.0,18-24,mixed,2,high-school,self-employed,independent
SAL_0338,1,0,Human-AI,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,2,5,5,5,5,0,0,0,82,218,0.5596330275229358,female,0.0,25-34,latino,5,master,self-employed,republican
SAL_0339,1,0,Human-AI,ai,Should Felons Regain the Right to Vote?,Pro,4,3,2,3,4,-1,1,1,61,159,0.4528301886792453,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0340,1,0,Human-AI,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,1,3,3,3,3,0,0,0,100,270,0.6074074074074074,female,0.0,45-54,white,5,master,self-employed,democrat
SAL_0341,1,0,Human-AI,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,5,1,1,1,1,0,0,0,132,288,0.5694444444444444,female,0.0,18-24,black,4,bachelor,unemployed,democrat
SAL_0342,1,0,Human-AI,human,Is Arts Education as Important as Science and Math in Schools?,Pro,2,3,4,3,2,1,1,-1,68,346,0.5260115606936416,female,0.0,25-34,white,5,master,employed-wages,republican
SAL_0343,0,0,Human-Human,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,2,3,5,3,1,2,2,-2,142,341,0.5366568914956011,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0344,0,0,Human-Human,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,1,2,2,2,2,0,0,0,42,128,0.6953125,female,0.0,45-54,white,4,bachelor,employed-wages,independent
SAL_0345,1,1,"Human-AI, personalized",ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,2,1,3,5,3,2,2,-2,30,96,0.71875,male,1.0,18-24,asian,2,high-school,student,republican
SAL_0346,1,0,Human-AI,human,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,3,3,4,3,2,1,1,-1,59,144,0.6527777777777778,male,1.0,25-34,latino,3,vocational,employed-wages,independent
SAL_0347,1,1,"Human-AI, personalized",human,Is Space Exploration a Worthwhile Investment for Humanity?,Con,3,5,3,5,3,-2,2,-2,172,391,0.5421994884910486,female,0.0,45-54,black,4,bachelor,employed-wages,democrat
SAL_0348,1,0,Human-AI,human,Is Artificial Intelligence Good for Society?,Pro,3,5,4,1,2,-1,1,1,92,328,0.6036585365853658,male,1.0,45-54,white,2,high-school,unemployed,democrat
SAL_0349,0,0,Human-Human,human,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,3,4,5,2,1,1,1,-1,128,402,0.5124378109452736,male,1.0,25-34,mixed,5,master,employed-wages,other
SAL_0350,0,0,Human-Human,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,4,3,3,3,3,0,0,0,136,298,0.5268456375838926,male,1.0,65+,white,2,high-school,employed-wages,independent
SAL_0351,1,1,"Human-AI, personalized",ai,Should the US Have Mandatory National Service?,Con,4,4,3,4,3,-1,1,-1,91,288,0.5381944444444444,female,0.0,18-24,asian,2,high-school,student,independent
SAL_0352,1,1,"Human-AI, personalized",ai,Should Animals Be Used For Scientific Research?,Con,4,3,4,3,4,1,1,1,98,287,0.5365853658536586,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0353,0,0,Human-Human,ai,Should the Penny Stay in Circulation?,Pro,2,4,4,2,2,0,0,0,81,207,0.5362318840579711,male,1.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0354,0,0,Human-Human,human,Should the Penny Stay in Circulation?,Con,2,3,2,3,2,-1,1,-1,110,237,0.5907172995780591,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0355,0,0,Human-Human,human,Should the Rich Pay More Taxes?,Pro,5,5,5,1,1,0,0,0,57,137,0.5255474452554745,male,1.0,25-34,black,2,high-school,employed-wages,independent
SAL_0356,0,0,Human-Human,human,Should the Rich Pay More Taxes?,Con,5,5,5,5,5,0,0,0,89,195,0.4,female,0.0,55-64,white,2,high-school,employed-wages,republican
SAL_0357,1,1,"Human-AI, personalized",ai,Should Felons Regain the Right to Vote?,Pro,3,5,5,1,1,0,0,0,109,228,0.5964912280701754,female,0.0,35-44,white,5,master,employed-wages,democrat
SAL_0358,0,0,Human-Human,ai,Should Governments Have the Right to Censor the Internet?,Pro,3,1,3,5,3,2,2,-2,87,254,0.5866141732283464,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0359,0,0,Human-Human,ai,Should Governments Have the Right to Censor the Internet?,Con,4,1,1,1,1,0,0,0,158,356,0.5056179775280899,female,0.0,65+,white,2,high-school,retired,republican
SAL_0360,1,0,Human-AI,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,2,5,5,1,1,0,0,0,133,273,0.5457875457875457,male,1.0,25-34,white,3,vocational,unemployed,republican
SAL_0361,1,0,Human-AI,ai,Should Felons Regain the Right to Vote?,Pro,5,5,5,1,1,0,0,0,82,223,0.6322869955156951,female,0.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0362,1,1,"Human-AI, personalized",ai,Should There Be Standardized Testing in Schools?,Pro,4,2,3,4,3,1,1,-1,60,176,0.5852272727272727,female,0.0,45-54,white,4,bachelor,unemployed,republican
SAL_0363,1,0,Human-AI,ai,Should the Rich Pay More Taxes?,Pro,3,4,3,2,3,-1,1,1,51,109,0.5871559633027523,female,0.0,45-54,asian,4,bachelor,employed-wages,republican
SAL_0364,0,0,Human-Human,ai,Should Governments Have the Right to Censor the Internet?,Pro,4,1,1,5,5,0,0,0,80,217,0.5944700460829493,female,0.0,65+,white,2,high-school,retired,republican
SAL_0365,0,0,Human-Human,human,Should Governments Have the Right to Censor the Internet?,Con,1,1,1,1,1,0,0,0,42,131,0.7022900763358778,male,1.0,25-34,white,2,high-school,employed-wages,democrat
SAL_0366,0,0,Human-Human,human,Should Felons Regain the Right to Vote?,Pro,3,4,1,2,5,-3,3,3,145,365,0.4849315068493151,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0367,0,0,Human-Human,ai,Should Felons Regain the Right to Vote?,Con,2,5,4,5,4,-1,1,-1,29,85,0.7176470588235294,female,0.0,25-34,black,3,vocational,employed-wages,democrat
SAL_0368,1,1,"Human-AI, personalized",ai,Should Every Citizen Receive a Basic Income from the Government?,Con,4,3,3,3,3,0,0,0,88,229,0.62882096069869,male,1.0,25-34,white,5,master,employed-wages,independent
SAL_0369,1,0,Human-AI,ai,Should Students Have to Wear School Uniforms?,Con,3,2,2,2,2,0,0,0,127,302,0.5463576158940397,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0370,0,0,Human-Human,human,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,5,5,5,1,1,0,0,0,65,171,0.7076023391812866,female,0.0,35-44,white,6,phd,employed-wages,democrat
SAL_0371,0,0,Human-Human,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,2,3,2,3,2,-1,1,-1,116,291,0.5051546391752577,male,1.0,18-24,white,2,high-school,student,independent
SAL_0372,1,1,"Human-AI, personalized",ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,1,2,3,2,3,1,1,1,123,192,0.6510416666666666,male,1.0,25-34,asian,4,bachelor,employed-wages,republican
SAL_0373,1,1,"Human-AI, personalized",ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,2,2,2,2,2,0,0,0,85,203,0.5615763546798029,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0374,1,0,Human-AI,ai,Is Government Surveillance Necessary for National Security?,Pro,2,4,3,2,3,-1,1,1,53,162,0.654320987654321,other,0.0,18-24,mixed,2,high-school,student,independent
SAL_0375,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,3,4,3,2,3,-1,1,1,129,246,0.5447154471544715,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0376,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,3,3,3,3,3,0,0,0,91,278,0.5215827338129496,female,0.0,35-44,white,3,vocational,employed-wages,republican
SAL_0377,0,0,Human-Human,human,Should the US Expand (“pack”) the Supreme Court?,Pro,3,4,5,2,1,1,1,-1,42,107,0.6728971962616822,male,1.0,25-34,asian,5,master,employed-wages,independent
SAL_0378,0,0,Human-Human,ai,Should the US Expand (“pack”) the Supreme Court?,Con,3,3,3,3,3,0,0,0,25,66,0.7272727272727273,male,1.0,45-54,asian,4,bachelor,employed-wages,republican
SAL_0379,1,1,"Human-AI, personalized",ai,Should Public College Be Tuition-Free?,Pro,4,4,3,2,3,-1,1,1,187,427,0.5339578454332553,female,0.0,25-34,asian,5,master,employed-wages,independent
SAL_0380,1,0,Human-AI,ai,Should the US Expand (“pack”) the Supreme Court?,Con,1,3,3,3,3,0,0,0,46,147,0.7006802721088435,male,1.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0381,0,0,Human-Human,ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,3,5,4,1,2,-1,1,1,43,121,0.7355371900826446,male,1.0,35-44,white,5,master,employed-wages,democrat
SAL_0382,0,0,Human-Human,human,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,2,2,3,2,3,1,1,1,25,96,0.6979166666666666,female,0.0,55-64,black,5,master,employed-wages,democrat
SAL_0383,1,0,Human-AI,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,2,3,3,3,3,0,0,0,59,162,0.5802469135802469,male,1.0,45-54,asian,4,bachelor,employed-wages,independent
SAL_0384,1,1,"Human-AI, personalized",ai,Should the Penny Stay in Circulation?,Pro,3,3,3,3,3,0,0,0,71,142,0.5985915492957746,female,0.0,18-24,asian,4,bachelor,student,democrat
SAL_0385,1,1,"Human-AI, personalized",human,Should Governments Have the Right to Censor the Internet?,Pro,3,2,3,4,3,1,1,-1,59,184,0.6304347826086957,female,0.0,25-34,asian,5,master,employed-wages,independent
SAL_0386,1,1,"Human-AI, personalized",ai,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,1,3,1,3,5,-2,2,2,26,123,0.6504065040650406,female,0.0,25-34,mixed,2,high-school,employed-wages,republican
SAL_0387,1,1,"Human-AI, personalized",human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,5,1,1,5,5,0,0,0,36,133,0.6691729323308271,male,1.0,45-54,asian,4,bachelor,employed-wages,democrat
SAL_0388,0,0,Human-Human,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,2,3,3,3,3,0,0,0,83,177,0.6497175141242938,female,0.0,45-54,white,4,bachelor,employed-wages,independent
SAL_0389,0,0,Human-Human,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,4,5,5,5,5,0,0,0,75,175,0.6057142857142858,male,1.0,65+,white,5,master,self-employed,democrat
SAL_0390,0,0,Human-Human,human,Should There Be Standardized Testing in Schools?,Pro,4,3,4,3,2,1,1,-1,134,304,0.4342105263157895,female,0.0,25-34,white,2,high-school,unemployed,independent
SAL_0391,0,0,Human-Human,ai,Should There Be Standardized Testing in Schools?,Con,2,4,2,4,2,-2,2,-2,135,287,0.5644599303135889,male,1.0,35-44,other,2,high-school,employed-wages,democrat
SAL_0392,0,0,Human-Human,ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,2,4,3,2,3,-1,1,1,90,204,0.5637254901960784,female,0.0,45-54,white,5,master,employed-wages,independent
SAL_0393,0,0,Human-Human,human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,1,4,4,4,4,0,0,0,80,181,0.585635359116022,male,1.0,35-44,asian,4,bachelor,employed-wages,independent
SAL_0394,1,1,"Human-AI, personalized",ai,Should the Penny Stay in Circulation?,Pro,3,2,2,4,4,0,0,0,78,187,0.6363636363636364,male,1.0,55-64,white,5,master,employed-wages,republican
SAL_0395,1,1,"Human-AI, personalized",ai,Should the Death Penalty Be Legal?,Con,4,2,1,2,1,-1,1,-1,109,273,0.5641025641025641,other,0.0,25-34,white,4,bachelor,unemployed,democrat
SAL_0396,0,0,Human-Human,human,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,4,3,4,3,2,1,1,-1,94,193,0.6062176165803109,female,0.0,35-44,white,5,master,employed-wages,republican
SAL_0397,0,0,Human-Human,ai,Should the US Enact More Regulations to Ensure Fair Elections?,Con,2,2,2,2,2,0,0,0,77,195,0.6256410256410256,female,0.0,35-44,white,2,high-school,employed-wages,independent
SAL_0398,1,0,Human-AI,human,Should the US Expand (“pack”) the Supreme Court?,Pro,2,1,3,5,3,2,2,-2,66,160,0.5625,male,1.0,25-34,white,3,vocational,employed-wages,independent
SAL_0399,0,0,Human-Human,ai,Should the Death Penalty Be Legal?,Pro,3,5,2,1,4,-3,3,3,80,286,0.541958041958042,male,1.0,25-34,white,4,bachelor,employed-wages,republican
SAL_0400,0,0,Human-Human,ai,Should the Death Penalty Be Legal?,Con,3,5,3,5,3,-2,2,-2,118,236,0.5635593220338984,male,1.0,25-34,white,2,high-school,employed-wages,independent
