participantId,metadata_participant_id,question_id,question_topic,question_split,candidate_metadata_provenance,candidate_metadata_generative_model_template_name,is_model_mediator,is_human_mediator,is_no_mediator,template_with_critiques,agree_pre,agree_post,belief_change,abs_belief_change,wc_initial,wc_all,view_change,view_movement,own_influence,unwanted_pressure,best_expression
602b19c0dd__S173970667,602b19c0dd,S173970667,76,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,75,75,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
6036bc29ed__S173960378,6036bc29ed,S173960378,104,TRAIN,MODEL_MEDIATOR,CITIZEN_JURY,1,0,0,0,2.0,7.0,5.0,5.0,123,123,NO,NO_CHANGE,YES,NO,OWN_OPINION
6036bc29ed__S173961439,6036bc29ed,S173961439,66,TRAIN,MODEL_MEDIATOR,CITIZEN_JURY,1,0,0,0,2.0,1.0,-1.0,1.0,112,112,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
603de1b1a5__S173965061,603de1b1a5,S173965061,31,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,30,30,YES,SOME_OTHER_WAY,YES,NO,FINAL_CONSENSUS
603de1b1a5__S173966490,603de1b1a5,S173966490,34,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,54,54,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
603de1b1a5__S173967200,603de1b1a5,S173967200,8,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,48,48,NO,NO_CHANGE,NO,NO,OWN_OPINION
60497e5d97__S173960643,60497e5d97,S173960643,93,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,3.0,3.0,0.0,0.0,35,35,NO,NO_CHANGE,NO,NO,OWN_OPINION
60497e5d97__S173960753,60497e5d97,S173960753,7,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,6.0,1.0,1.0,46,46,YES,SOME_OTHER_WAY,NO,NO,OWN_OPINION
60497e5d97__S173966576,60497e5d97,S173966576,4,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,4.0,1.0,-3.0,3.0,25,25,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
605fc26915__S173962502,605fc26915,S173962502,1,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,3.0,0.0,0.0,42,42,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
605fc26915__S173962775,605fc26915,S173962775,56,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,48,48,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
605fc26915__S173964662,605fc26915,S173964662,59,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,6.0,5.0,5.0,66,66,NO,NO_CHANGE,NO,NO,OWN_OPINION
60823c0525__S173964181,60823c0525,S173964181,94,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,7.0,7.0,0.0,0.0,56,56,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60823c0525__S173968448,60823c0525,S173968448,6,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,67,67,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60823c0525__S173969939,60823c0525,S173969939,83,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,1.0,-2.0,2.0,48,48,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
608be397be__S173965642,608be397be,S173965642,43,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,63,63,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
608be397be__S173967585,608be397be,S173967585,87,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,84,84,NO,NO_CHANGE,NO,NO,OWN_OPINION
608be397be__S173969194,608be397be,S173969194,47,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,92,92,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
6093c38afc__S173961337,6093c38afc,S173961337,94,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,92,92,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
6093c38afc__S173968173,6093c38afc,S173968173,51,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,51,51,YES,SOME_OTHER_WAY,YES,YES,FINAL_CONSENSUS
6093c38afc__S173968580,6093c38afc,S173968580,23,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,71,71,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60955390cb__S173964485,60955390cb,S173964485,56,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,7.0,7.0,0.0,0.0,29,29,NO,NO_CHANGE,YES,NO,OWN_OPINION
60955390cb__S173965133,60955390cb,S173965133,75,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,3.0,1.0,-2.0,2.0,39,39,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
60955390cb__S173966814,60955390cb,S173966814,103,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,6.0,4.0,-2.0,2.0,67,67,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60a15a9b64__S173964549,60a15a9b64,S173964549,16,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,3.0,-1.0,1.0,54,54,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60a15a9b64__S173969798,60a15a9b64,S173969798,39,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,34,34,NO,NO_CHANGE,NO,YES,OWN_OPINION
60a15a9b64__S173970367,60a15a9b64,S173970367,61,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,35,35,YES,NO_CHANGE,YES,NO,OWN_OPINION
60a9bde2b6__S173964727,60a9bde2b6,S173964727,57,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,78,78,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60a9bde2b6__S173968590,60a9bde2b6,S173968590,56,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,96,96,NO,NO_CHANGE,NO,NO,OWN_OPINION
60a9bde2b6__S173970754,60a9bde2b6,S173970754,11,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,90,90,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60ae86910a__S173965556,60ae86910a,S173965556,23,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,6.0,7.0,1.0,1.0,60,60,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60ae86910a__S173969613,60ae86910a,S173969613,66,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,2.0,7.0,5.0,5.0,81,81,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60ae86910a__S173969884,60ae86910a,S173969884,45,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,6.0,7.0,1.0,1.0,77,77,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60b10094ee__S173961184,60b10094ee,S173961184,42,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,7.0,3.0,3.0,45,45,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60b10094ee__S173964070,60b10094ee,S173964070,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,74,74,NO,CLOSER_TO_CONSENSUS,NO,YES,OWN_OPINION
60b10094ee__S173969607,60b10094ee,S173969607,53,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,46,46,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60b5355b91__S173965009,60b5355b91,S173965009,55,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,3.0,-2.0,2.0,186,186,NO,NO_CHANGE,NO,NO,OWN_OPINION
60b5355b91__S173966940,60b5355b91,S173966940,75,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,3.0,3.0,0.0,0.0,179,179,NO,NO_CHANGE,YES,NO,OWN_OPINION
60b5355b91__S173968470,60b5355b91,S173968470,67,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,2.0,1.0,-1.0,1.0,162,162,NO,SOME_OTHER_WAY,NO,NO,OWN_OPINION
60b97d13c2__S173964063,60b97d13c2,S173964063,66,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,104,104,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60b97d13c2__S173966595,60b97d13c2,S173966595,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,103,103,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60b97d13c2__S173968600,60b97d13c2,S173968600,60,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,88,88,NO,NO_CHANGE,NO,NO,OWN_OPINION
60cf27a013__S173964446,60cf27a013,S173964446,65,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,66,66,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60cf27a013__S173967193,60cf27a013,S173967193,48,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,47,47,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60cf27a013__S173970589,60cf27a013,S173970589,6,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,61,61,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
60e152f5e3__S173961108,60e152f5e3,S173961108,38,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,42,42,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60e152f5e3__S173963365,60e152f5e3,S173963365,16,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,20,20,NO,NO_CHANGE,NO,NO,OWN_OPINION
60e152f5e3__S173969628,60e152f5e3,S173969628,72,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,86,86,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60ef05c706__S173962274,60ef05c706,S173962274,14,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,103,103,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60ef05c706__S173966210,60ef05c706,S173966210,4,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,89,89,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60ef05c706__S173967540,60ef05c706,S173967540,19,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,92,92,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
60f48a4503__S173960185,60f48a4503,S173960185,66,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,81,81,NO,NO_CHANGE,NO,NO,OWN_OPINION
60f48a4503__S173960341,60f48a4503,S173960341,30,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,1.0,-3.0,3.0,94,94,NO,NO_CHANGE,YES,NO,OWN_OPINION
60f48a4503__S173967778,60f48a4503,S173967778,4,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,74,74,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
60fd65b7e2__S173964401,60fd65b7e2,S173964401,46,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,59,59,NO,NO_CHANGE,YES,NO,OWN_OPINION
60fd65b7e2__S173964584,60fd65b7e2,S173964584,54,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,20,20,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60fd65b7e2__S173965567,60fd65b7e2,S173965567,63,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,58,58,NO,NO_CHANGE,NO,NO,OWN_OPINION
60fd66fa0e__S173963620,60fd66fa0e,S173963620,103,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,2.0,1.0,-1.0,1.0,139,139,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60fd66fa0e__S173968851,60fd66fa0e,S173968851,96,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,6.0,1.0,1.0,126,126,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60fd66fa0e__S173970600,60fd66fa0e,S173970600,26,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,7.0,5.0,-2.0,2.0,137,137,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
60fd66fa0e__S173971064,60fd66fa0e,S173971064,81,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,3.0,3.0,0.0,0.0,170,170,NO,NO_CHANGE,YES,NO,OWN_OPINION
61018fe82a__S173960532,61018fe82a,S173960532,80,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,70,70,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
61018fe82a__S173965133,61018fe82a,S173965133,75,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,52,52,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
61018fe82a__S173966287,61018fe82a,S173966287,78,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,39,39,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
6127155054__S173967842,6127155054,S173967842,102,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,71,71,YES,CLOSER_TO_CONSENSUS,YES,NO,OWN_OPINION
6127155054__S173969667,6127155054,S173969667,92,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,87,87,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
612ba07ad6__S173960464,612ba07ad6,S173960464,13,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,6.0,2.0,2.0,27,27,NO,SOME_OTHER_WAY,YES,NO,FINAL_CONSENSUS
612ba07ad6__S173961435,612ba07ad6,S173961435,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,23,23,NO,NO_CHANGE,YES,NO,OWN_OPINION
612ba07ad6__S173965176,612ba07ad6,S173965176,16,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,41,41,NO,NO_CHANGE,NO,NO,OWN_OPINION
61343138eb__S173963548,61343138eb,S173963548,22,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,70,70,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61343138eb__S173966831,61343138eb,S173966831,42,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,5.0,1.0,1.0,68,68,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61343138eb__S173969151,61343138eb,S173969151,77,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,67,67,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
613ff3af11__S173964162,613ff3af11,S173964162,92,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,60,60,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
613ff3af11__S173966367,613ff3af11,S173966367,9,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,31,31,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
613ff3af11__S173967516,613ff3af11,S173967516,102,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,59,59,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
6176c1dffc__S173964743,6176c1dffc,S173964743,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,43,43,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
6176c1dffc__S173968519,6176c1dffc,S173968519,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,38,38,NO,NO_CHANGE,NO,NO,OWN_OPINION
619217fa5f__S173963170,619217fa5f,S173963170,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,1.0,-3.0,3.0,67,67,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
619217fa5f__S173964257,619217fa5f,S173964257,19,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,55,55,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
619217fa5f__S173969518,619217fa5f,S173969518,40,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,2.0,-4.0,4.0,49,49,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61a0e92d07__S173963365,61a0e92d07,S173963365,16,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,4.0,1.0,-3.0,3.0,41,41,NO,NO_CHANGE,YES,NO,OWN_OPINION
61a0e92d07__S173966108,61a0e92d07,S173966108,104,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,1.0,-4.0,4.0,56,56,NO,NO_CHANGE,YES,NO,OWN_OPINION
61a0e92d07__S173968855,61a0e92d07,S173968855,45,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,1.0,-3.0,3.0,54,54,NO,NO_CHANGE,YES,NO,OWN_OPINION
61ae04da17__S173962527,61ae04da17,S173962527,104,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,69,69,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
61ae04da17__S173966054,61ae04da17,S173966054,64,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,64,64,NO,NO_CHANGE,NO,NO,OWN_OPINION
61ae04da17__S173970527,61ae04da17,S173970527,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,149,149,NO,NO_CHANGE,NO,NO,OWN_OPINION
61b2526eb8__S173963963,61b2526eb8,S173963963,98,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,56,56,NO,NO_CHANGE,NO,NO,OWN_OPINION
61b2526eb8__S173968519,61b2526eb8,S173968519,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,78,78,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
61b374ce85__S173962935,61b374ce85,S173962935,15,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,26,26,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61b374ce85__S173965522,61b374ce85,S173965522,62,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,26,26,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61b374ce85__S173967336,61b374ce85,S173967336,94,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,34,34,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
61b727989d__S173967876,61b727989d,S173967876,48,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,7.0,3.0,3.0,16,16,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61b727989d__S173967950,61b727989d,S173967950,80,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,25,25,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
61b727989d__S173970181,61b727989d,S173970181,26,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,52,52,NO,NO_CHANGE,YES,NO,OWN_OPINION
61c1b850aa__S173961529,61c1b850aa,S173961529,11,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,5.0,5.0,0.0,0.0,50,50,NO,NO_CHANGE,NO,NO,OWN_OPINION
61c1b850aa__S173965199,61c1b850aa,S173965199,75,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,3.0,-2.0,2.0,51,51,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61c1b850aa__S173965718,61c1b850aa,S173965718,13,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,3.0,5.0,2.0,2.0,39,39,NO,NO_CHANGE,NO,NO,OWN_OPINION
61c1b850aa__S173969496,61c1b850aa,S173969496,45,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,5.0,0.0,0.0,58,58,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61d105a06a__S173964395,61d105a06a,S173964395,29,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,3.0,1.0,1.0,48,48,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61d105a06a__S173967452,61d105a06a,S173967452,38,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,98,98,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61d105a06a__S173967655,61d105a06a,S173967655,40,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,47,47,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61da447929__S173961486,61da447929,S173961486,39,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,122,122,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
61da447929__S173965298,61da447929,S173965298,88,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,3.0,-2.0,2.0,159,159,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61ee293815__S173960688,61ee293815,S173960688,42,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,4.0,-1.0,1.0,79,79,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
61ee293815__S173965296,61ee293815,S173965296,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,85,85,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
61ee293815__S173967632,61ee293815,S173967632,28,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,66,66,NO,NO_CHANGE,YES,NO,OWN_OPINION
6201f6b268__S173960897,6201f6b268,S173960897,51,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,62,62,NO,NO_CHANGE,YES,NO,OWN_OPINION
6201f6b268__S173963729,6201f6b268,S173963729,4,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,3.0,-1.0,1.0,83,83,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
6201f6b268__S173964272,6201f6b268,S173964272,90,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,41,41,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
6207178210__S173964832,6207178210,S173964832,57,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,3.0,1.0,-2.0,2.0,48,48,NO,NO_CHANGE,NO,NO,OWN_OPINION
6207178210__S173966999,6207178210,S173966999,70,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,1.0,1.0,0.0,0.0,69,69,NO,NO_CHANGE,NO,NO,OWN_OPINION
6207178210__S173968783,6207178210,S173968783,59,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,3.0,1.0,-2.0,2.0,89,89,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
6207178210__S173970942,6207178210,S173970942,32,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,1.0,3.0,2.0,2.0,48,48,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
621750acd7__S173970225,621750acd7,S173970225,71,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,6.0,6.0,0.0,0.0,32,32,YES,CLOSER_TO_CONSENSUS,YES,NO,OWN_OPINION
